,0
8129,SubUrbia (1997)
8130,Submarine (2010)
8131,"Substitute, The (1996)"
8132,Suburban Commando (1991)
8133,Subway (1985)
8134,Sucker Punch (2011)
8135,Sudden Death (1995)
8136,Sudden Impact (1983)
8137,Suddenly (1954)
8138,"Suddenly, Last Summer (1959)"
8139,Suffragette (2015)
8140,Sugar & Spice (2001)
8141,Sugar Hill (1994)
8142,Sugar Town (1999)
8143,"Sugarland Express, The (1974)"
8144,Suicide Club (Jisatsu saakuru) (2001)
8145,Suicide Kings (1997)
8146,Suicide Squad (2016)
8147,Sukiyaki Western Django (2008)
8148,Sullivan's Travels (1941)
8149,Sully (2016)
8150,"Sum of All Fears, The (2002)"
8151,"Sum of Us, The (1994)"
8152,Summer Catch (2001)
8153,"Summer Place, A (1959)"
8154,Summer Rental (1985)
8155,Summer School (1987)
8156,Summer Wars (Samâ wôzu) (2009)
8157,Summer of Sam (1999)
8158,"Summer's Tale, A (Conte d'été) (1996)"
8159,Sun Alley (Sonnenallee) (1999)
8160,Sunflower (Xiang ri kui) (2005)
8161,Sunless (Sans Soleil) (1983)
8162,Sunrise: A Song of Two Humans (1927)
8163,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
8164,"Sunset Limited, The (2011)"
8165,Sunset Park (1996)
8166,Sunshine (1999)
8167,Sunshine (2007)
8168,Sunshine Cleaning (2008)
8169,Sunshine State (2002)
8170,Super (2010)
8171,Super 8 (2011)
8172,Super High Me (2007)
8173,Super Mario Bros. (1993)
8174,Super Size Me (2004)
8175,Super Troopers (2001)
8176,"Super, The (1991)"
8177,SuperFly (2018)
8178,Superbad (2007)
8179,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
8180,Supercop 2 (Project S) (Chao ji ji hua) (1993)
8181,Superfast! (2015)
8182,Supergirl (1984)
8183,Superhero Movie (2008)
8184,Superman (1978)
8185,Superman II (1980)
8186,Superman III (1983)
8187,Superman IV: The Quest for Peace (1987)
8188,Superman Returns (2006)
8189,Superman/Batman: Public Enemies (2009)
8190,Superman/Doomsday (2007) 
8191,Supernova (2000)
8192,Superstar (1999)
8193,"Sure Thing, The (1985)"
8194,Surf Nazis Must Die (1987)
8195,Surf's Up (2007)
8196,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)"
8197,Surrogates (2009)
8198,Survive Style 5+ (2004)
8199,Surviving Christmas (2004)
8200,Surviving the Game (1994)
8201,Survivor (2015)
8202,Suspect Zero (2004)
8203,Suspicion (1941)
8204,Suspiria (1977)
8205,Suture (1993)
8206,Swamp Thing (1982)
8207,"Swamp, The (Ciénaga, La) (2001)"
8208,"Swan Princess, The (1994)"
8209,"Swarm, The (1978)"
8210,Sweeney Todd (2006)
8211,Sweeney Todd: The Demon Barber of Fleet Street (2007)
8212,Sweet Bird of Youth (1962)
8213,Sweet Charity (1969)
8214,Sweet Dreams (1985)
8215,"Sweet Hereafter, The (1997)"
8216,Sweet Home Alabama (2002)
8217,Sweet Liberty (1986)
8218,Sweet November (2001)
8219,Sweet Sixteen (2002)
8220,Sweet Smell of Success (1957)
8221,Sweet and Lowdown (1999)
8222,"Sweetest Thing, The (2002)"
8223,Sweetgrass (2009)
8224,Sweetie (1989)
8225,Swelter (2014)
8226,Swept Away (2002)
8227,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
8228,Swept from the Sea (1997)
8229,Swimfan (2002)
8230,Swimming Pool (2003)
8231,Swimming with Sharks (1995)
8232,Swing Kids (1993)
8233,Swing Time (1936)
8234,Swingers (1996)
8235,Swiss Army Man (2016)
8236,Swiss Family Robinson (1960)
8237,"Switch, The (2010)"
8238,Switchback (1997)
8239,Sword Art Online The Movie: Ordinal Scale (2017)
8240,"Sword in the Stone, The (1963)"
8241,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
8242,Sword of Vengeance (2014)
8243,Sword of the Beast (Kedamono no ken) (1965)
8244,Sword of the Stranger (Sutorejia: Mukô hadan) (2007)
8245,Swordfish (2001)
8246,Sydney (Hard Eight) (1996)
8247,Sydney White (2007)
8248,Sylvia (2003)
8249,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
8250,Sympathy for the Devil (1968)
8251,Sympathy for the Underdog (1971)
8252,"Synecdoche, New York (2008)"
8253,Syriana (2005)
8254,Syrup (2013)
8255,T-Rex: Back to the Cretaceous (1998)
8256,T2 3-D: Battle Across Time (1996)
8257,T2: Trainspotting (2017)
8258,THX 1138 (1971)
8259,TMNT (Teenage Mutant Ninja Turtles) (2007)
8260,"TV Set, The (2006)"
8261,Table 19 (2017)
8262,Tabu (2012)
8263,Tadpole (2002)
8264,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
8265,Tag (2018)
8266,"Tailor of Panama, The (2001)"
8267,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960)
8268,Take Me Home Tonight (2011)
8269,Take Shelter (2011)
8270,Take This Job and Shove It (1981)
8271,Take This Waltz (2011)
8272,Take the Lead (2006)
8273,Take the Money and Run (1969)
8274,Taken (2008)
8275,Taken 2 (2012)
8276,Taken 3 (2015)
8277,Takers (2010)
8278,Taking Care of Business (1990)
8279,Taking Lives (2004)
8280,Taking Sides (2001)
8281,Taking Woodstock (2009)
8282,"Taking of Pelham 1 2 3, The (2009)"
8283,"Taking of Pelham One Two Three, The (1974)"
8284,"Tale of Despereaux, The (2008)"
8285,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)"
8286,"Tale of Two Cities, A (1935)"
8287,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
8288,Talent for the Game (1991)
8289,"Talented Mr. Ripley, The (1999)"
8290,Tales from the Crypt Presents: Bordello of Blood (1996)
8291,Tales from the Crypt Presents: Demon Knight (1995)
8292,Tales from the Darkside: The Movie (1990)
8293,Tales from the Hood (1995)
8294,Tales of Manhattan (1942)
8295,Talk Radio (1988)
8296,"Talk of the Town, The (1942)"
8297,Talk to Her (Hable con Ella) (2002)
8298,"Tall Guy, The (1989)"
8299,"Tall Man, The (2012)"
8300,Tall Tale (1995)
8301,Talladega Nights: The Ballad of Ricky Bobby (2006)
8302,"Taming of the Shrew, The (1967)"
8303,Tammy (2014)
8304,Tampopo (1985)
8305,Tangerine (2015)
8306,Tangerines (2013)
8307,Tangled (2010)
8308,Tangled Ever After (2012)
8309,Tango & Cash (1989)
8310,Tango (1998)
8311,Tanguy (2001)
8312,Tank Girl (1995)
8313,"Tao of Steve, The (2000)"
8314,Tape (2001)
8315,Tapeheads (1988)
8316,Taps (1981)
8317,Tarantula (1955)
8318,Tarnation (2003)
8319,Tarzan (1999)
8320,Tarzan and the Lost City (1998)
8321,Taste of Cherry (Ta'm e guilass) (1997)
8322,Tattooed Life (Irezumi ichidai) (1965)
8323,Taxi (1998)
8324,Taxi (2004)
8325,Taxi 2 (2000)
8326,Taxi 3 (2003)
8327,Taxi 4 (2007)
8328,Taxi Driver (1976)
8329,Taxi to the Dark Side (2007)
8330,Tea with Mussolini (1999)
8331,Teacher's Pet (1958)
8332,Teaching Mrs. Tingle (1999)
8333,"Teahouse of the August Moon, The (1956)"
8334,Team America: World Police (2004)
8335,Tears for Sale (2008)
8336,Tears of the Sun (2003)
8337,Ted (2012)
8338,Ted 2 (2015)
8339,Teddy Bear (Mis) (1981)
8340,Teen Wolf (1985)
8341,Teenage Mutant Ninja Turtles (1990)
8342,Teenage Mutant Ninja Turtles (2014)
8343,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
8344,Teenage Mutant Ninja Turtles III (1993)
8345,Teenage Mutant Ninja Turtles: Out of the Shadows (2016)
8346,Teenage Mutant Ninja Turtles: Turtles Forever (2009)
8347,Teeth (2007)
8348,Tekkonkinkreet (Tekkon kinkurîto) (2006)
8349,Teknolust (2002)
8350,Tell No One (Ne le dis à personne) (2006)
8351,Temple Grandin (2010)
8352,Temptress Moon (Feng Yue) (1996)
8353,"Ten Commandments, The (1956)"
8354,"Ten, The (2007)"
8355,Tenacious D in The Pick of Destiny (2006)
8356,"Tenant, The (Locataire, Le) (1976)"
8357,Tenchi Muyô! In Love (1996)
8358,Tender Mercies (1983)
8359,Tenebre (1982)
8360,Tequila Sunrise (1988)
8361,Terminal Velocity (1994)
8362,"Terminal, The (2004)"
8363,Terminator 2: Judgment Day (1991)
8364,Terminator 3: Rise of the Machines (2003)
8365,Terminator Genisys (2015)
8366,Terminator Salvation (2009)
8367,"Terminator, The (1984)"
8368,Terms of Endearment (1983)
8369,Terri (2011)
8370,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
8371,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)"
8372,Tetro (2009)
8373,"Tetsuo, the Ironman (Tetsuo) (1988)"
8374,Tex (1982)
8375,Texas - Doc Snyder hält die Welt in Atem (1993)
8376,Texas Chainsaw 3D (2013)
8377,"Texas Chainsaw Massacre 2, The (1986)"
8378,"Texas Chainsaw Massacre, The (1974)"
8379,"Texas Chainsaw Massacre, The (2003)"
8380,"Texas Chainsaw Massacre: The Beginning, The (2006)"
8381,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
8382,Texas Rangers (2001)
8383,Thank You for Smoking (2006)
8384,That Awkward Moment (2014)
8385,That Darn Cat (1997)
8386,That Darn Cat! (1965)
8387,That Demon Within (2014)
8388,That Munchhausen (1979)
8389,That Obscure Object of Desire (Cet obscur objet du désir) (1977)
8390,That Sugar Film (2014)
8391,That Thing You Do! (1996)
8392,That Touch of Mink (1962)
8393,That's Entertainment (1974)
8394,That's My Boy (2012)
8395,The 5th Wave (2016)
8396,The Accountant (2016)
8397,The Adderall Diaries (2015)
8398,The Adventures of Sherlock Holmes and Doctor Watson
8399,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980)
8400,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980)
8401,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)
8402,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979)
8403,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981)
8404,The African Doctor (2016)
8405,The Alamo (2004)
8406,The Amazing Screw-On Head (2006)
8407,The Amazing Spider-Man 2 (2014)
8408,The Angry Birds Movie (2016)
8409,The Artist (2011)
8410,The BFG (2016)
8411,The Barkley Marathons: The Race That Eats Its Young (2015)
8412,The Beast of Hollow Mountain (1956)
8413,The Beguiled (2017)
8414,The Big Bus (1976)
8415,The Big Sick (2017)
8416,The Blue Lagoon (1949)
8417,The Blue Planet (2001)
8418,The Book of Life (2014)
8419,The Boss (2016)
8420,The Boss Baby (2017)
8421,The Boy Next Door (2015)
8422,The Boy and the Beast (2015)
8423,The Brain (1969)
8424,The Brand New Testament (2015)
8425,The Bremen Town Musicians (1969)
8426,The Brothers Grimsby (2016)
8427,The Butterfly Effect (2004)
8428,The Butterfly Effect 3: Revelations (2009)
8429,The Cave of the Golden Rose (1991)
8430,The Chumscrubber (2005)
8431,The Circle (2016)
8432,The Clapper (2018)
8433,The Cloverfield Paradox (2018)
8434,The Cobbler (2015)
8435,The Commuter (2018)
8436,The Conjuring 2 (2016)
8437,The Count of Monte Cristo (2002)
8438,The Crew (2016)
8439,The D Train (2015)
8440,The DUFF (2015)
8441,The Danish Girl (2015)
8442,The Dark Tower (2017)
8443,The Dark Valley (2014)
8444,The Darkest Minds (2018)
8445,The Deadly Bees (1967)
8446,The Death of Louis XIV (2016)
8447,The Death of Stalin (2017)
8448,The Devil's Advocate (1997)
8449,The Devil's Candy (2015)
8450,The Diary of Anne Frank (1959)
8451,The Diary of Anne Frank (2009)
8452,The Disaster Artist (2017)
8453,The Do-Over (2016)
8454,The Dressmaker (2015)
8455,The Drop (2014)
8456,The Duke of Burgundy (2014)
8457,The Edge of Seventeen (2016)
8458,The Editor (2015)
8459,The Electric Hotel (1908)
8460,The Emoji Movie (2017)
8461,The Emperor's Club (2002)
8462,The End of the Tour (2015)
8463,The Escort (2015)
8464,The Even Stevens Movie (2003)
8465,The Expendables 3 (2014)
8466,The Eye: Infinity (2005)
8467,The FP (2012)
8468,The Face of an Angel (2015)
8469,The Falcon and the Snowman (1985)
8470,The Fate of the Furious (2017)
8471,The Fault in Our Stars (2014)
8472,The Final Girls (2015)
8473,The Finest Hours (2016)
8474,The Flash 2 - Revenge of the Trickster (1991)
8475,The Fool (2014)
8476,The Forbidden Dance (1990)
8477,The Forgotten Space (2010)
8478,The Founder (2016)
8479,The Fox and the Hound 2 (2006)
8480,The Fundamentals of Caring (2016)
8481,The Gallows (2015)
8482,The Gambler (2014)
8483,The Gift (2015)
8484,The Girl on the Train (2016)
8485,The Girl with All the Gifts (2016)
8486,The Girls (1961)
8487,The Godfather Trilogy: 1972-1990 (1992)
8488,The Golden Voyage of Sinbad (1973)
8489,The Good Boy (2016)
8490,The Good Dinosaur (2015)
8491,The Gracefield Incident (2015)
8492,The Grandmother (1970)
8493,The Great Hypnotist (2014)
8494,The Great Raid (2005)
8495,The Great Train Robbery (1903)
8496,The Great Train Robbery (1978)
8497,The Greatest Showman (2017)
8498,The Green Inferno (2014)
8499,The Green Prince (2014)
8500,The Hairdresser (2010)
8501,The Handmaiden (2016)
8502,The Hateful Eight (2015)
8503,The Hero (2017)
8504,The Hitman's Bodyguard (2017)
8505,The Hobbit: The Battle of the Five Armies (2014)
8506,The Hound of the Baskervilles (1988)
8507,The House (2017)
8508,The Hundred-Foot Journey (2014)
8509,The Hunger (1983)
8510,The Hunger Games (2012)
8511,The Hunger Games: Catching Fire (2013)
8512,The Hunger Games: Mockingjay - Part 1 (2014)
8513,The Hunger Games: Mockingjay - Part 2 (2015)
8514,The Hungover Games (2014)
8515,The Huntsman Winter's War (2016)
8516,The Idolmaker (1980)
8517,The Imitation Game (2014)
8518,The Importance of Being Earnest (1952)
8519,The Infiltrator (2016)
8520,The Intern (2015)
8521,The Interview (2014)
8522,The Island (2006)
8523,The Jane Austen Book Club (2007)
8524,The Jinx: The Life and Deaths of Robert Durst (2015)
8525,The Jungle Book (2016)
8526,The Lair of the White Worm (1988)
8527,The Last Five Years (2014)
8528,The Last Witch Hunter (2015)
8529,The Legend of Tarzan (2016)
8530,The Lego Batman Movie (2017)
8531,The Lego Movie (2014)
8532,The Little Prince (2015)
8533,The Little World of Don Camillo (1952)
8534,The Lobster (2015)
8535,The Loft (2014)
8536,The Longest Ride (2015)
8537,The Longest Week (2014)
8538,The Lord's Lantern in Budapest (1999)
8539,The Lost Room (2006)
8540,The Love Bug (1997)
8541,The Lovers (2015)
8542,The Machinist (2004)
8543,The Madagascar Penguins in a Christmas Caper (2005)
8544,The Magic Ring (1982)
8545,The Magician (1958)
8546,The Magnificent Ruffians (1979)
8547,The Magnificent Seven (2016)
8548,The Maid's Room (2014)
8549,The Malibu Bikini Shop (1986)
8550,The Man Who Killed Don Quixote (2018)
8551,The Man Who Knew Infinity (2016)
8552,The Man from Nowhere (2010)
8553,The Man from U.N.C.L.E. (2015)
8554,The Man in the Moon (1991)
8555,The Martian (2015)
8556,The Meddler (2016)
8557,The Meyerowitz Stories (2017)
8558,The Monkey King (1964)
8559,The Mule (2014)
8560,The Mummy (2017)
8561,The Natural Love (1996)
8562,The Neon Demon (2016)
8563,The Nice Guys (2016)
8564,The Night Before (1988)
8565,The Night Before (2015)
8566,"The Night Is Short, Walk on Girl (2017)"
8567,The Nut Job 2: Nutty by Nature (2017)
8568,The OA
8569,The Odyssey (1997)
8570,The Opposite Sex (2014)
8571,The Overnight (2015)
8572,The Pacific (2010)
8573,The Perfect Guy (2015)
8574,The Plague of the Zombies (1966)
8575,The Players Club (1998)
8576,The Post (2017)
8577,The Prime Gig (2000)
8578,The Professional: Golgo 13 (1983)
8579,The Pumaman (1980)
8580,The Punisher: Dirty Laundry (2012)
8581,The Purge: Election Year (2016)
8582,The Purple Sea (2009)
8583,The Putin Interviews (2017)
8584,The Queen (2006)
8585,The Quiet Family (1998)
8586,The Rabbi's Cat (Le chat du rabbin) (2011)
8587,The Raid 2: Berandal (2014)
8588,The Raid: Redemption (2011)
8589,The Red Turtle (2016)
8590,The Return of Don Camillo (1953)
8591,The Revenant (2015)
8592,The Ridiculous 6 (2015)
8593,The Road Within (2014)
8594,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016)
8595,The Runner (2015)
8596,The Salt of the Earth (2014)
8597,The Scorpion King (2002)
8598,The Second Best Exotic Marigold Hotel (2015)
8599,The Second Renaissance Part II (2003)
8600,The Secret Life of Pets (2016)
8601,The Shallows (2016)
8602,The Shape of Water (2017)
8603,The Shining (1997)
8604,The Silence of the Hams (1994)
8605,The Skeleton Twins (2014)
8606,The Space Between Us (2016)
8607,The Spectacular Now (2013)
8608,The Spiral Staircase (1945)
8609,The Spirit of Christmas (1995)
8610,The Square (2017)
8611,The Squeeze (2015)
8612,The Stanford Prison Experiment (2015)
8613,The Star Wars Holiday Special (1978)
8614,The Survivalist (2015)
8615,The Tale of the Bunny Picnic (1986)
8616,The Taming of the Scoundrel (1980)
8617,The Theory of Everything (2014)
8618,The Thief (1997)
8619,The Thinning (2016)
8620,The Town that Dreaded Sundown (2014)
8621,The True Memoirs of an International Assassin (2016)
8622,The Trust (2016)
8623,The Unauthorized Saved by the Bell Story (2014)
8624,The Voices (2014)
8625,The Void (2016)
8626,The Wailing (2016)
8627,The Wait (2015)
8628,The Walk (2015)
8629,The Way (2010)
8630,The Wedding Ringer (2015)
8631,The Wild One (1953)
8632,The Witch (2015)
8633,The Wolfpack (2015)
8634,The Wooden Horse (1950)
8635,The Year My Voice Broke (1987)
8636,Thelma & Louise (1991)
8637,Them (Ils) (2006)
8638,Them! (1954)
8639,Themroc (1973)
8640,Theodore Rex (1995)
8641,There Once Was a Dog (1982)
8642,There Will Be Blood (2007)
8643,There Will Come a Day (2013)
8644,There's Something About Mary (1998)
8645,Theremin: An Electronic Odyssey (1993)
8646,Thesis (Tesis) (1996)
8647,They (2002)
8648,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982)
8649,They Call Me Trinity (1971)
8650,They Came Together (2014)
8651,They Drive by Night (1940)
8652,They Live (1988)
8653,They Might Be Giants (1971)
8654,"They Shoot Horses, Don't They? (1969)"
8655,Thief (1981)
8656,"Thief of Bagdad, The (1924)"
8657,"Thief of Bagdad, The (1940)"
8658,"Thief of Paris, The (Le voleur) (1967)"
8659,"Thieves (Voleurs, Les) (1996)"
8660,"Thin Blue Line, The (1988)"
8661,"Thin Line Between Love and Hate, A (1996)"
8662,"Thin Man Goes Home, The (1945)"
8663,"Thin Man, The (1934)"
8664,"Thin Red Line, The (1998)"
8665,"Thing Called Love, The (1993)"
8666,"Thing from Another World, The (1951)"
8667,"Thing with Two Heads, The (1972)"
8668,"Thing, The (1982)"
8669,"Thing, The (2011)"
8670,"Thing: Terror Takes Shape, The (1998)"
8671,Things You Can Tell Just by Looking at Her (2000)
8672,Things to Do in Denver When You're Dead (1995)
8673,Think Like a Man (2012)
8674,Think Like a Man Too (2014)
8675,Thinner (1996)
8676,"Third Man, The (1949)"
8677,"Third Miracle, The (1999)"
8678,Thirst (Bakjwi) (2009)
8679,Thirteen (2003)
8680,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
8681,Thirteen Days (2000)
8682,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
8683,"Thirteenth Floor, The (1999)"
8684,Thirty-Two Short Films About Glenn Gould (1993)
8685,This Boy's Life (1993)
8686,This Film Is Not Yet Rated (2006)
8687,This Is 40 (2012)
8688,This Is England (2006)
8689,This Is My Father (1998)
8690,This Is Spinal Tap (1984)
8691,This Is Where I Leave You (2014)
8692,This Is the End (2013)
8693,This Island Earth (1955)
8694,This Means War (2012)
8695,This Must Be the Place (2011)
8696,This Property is Condemned (1966)
8697,This So-Called Disaster (2003)
8698,"This World, Then the Fireworks (1997)"
8699,"Thomas Crown Affair, The (1968)"
